  5.7815987e-141   3.5464366e-29  1.0854397e-111   6.2464736e-12   1.0580284e-73  4.9137317e-101  3.7743004e-147   4.7418854e-97  1.8613509e-118  9.6977634e-171  1.9497712e-109  1.7198421e-135   1.4300934e-87   6.2103712e-71   1.3969914e-87   1.8475615e-25  1.7199184e-116  5.2221898e-145   2.6561394e-35   1.7338895e-34  5.8244852e-129  2.8222583e-170   2.5124353e-11   1.7713230e-19  2.4328771e-141  5.0965383e-148   2.5159435e-10   4.7830995e-82   7.2783547e-85  3.0610733e-118   2.7448956e-66  1.3488046e-164   5.9980422e-44   5.5548304e-95  2.9651515e-124  7.0879526e-138  7.1111754e-159  3.8665048e-146  2.4873637e-109  3.7886444e-149   2.0359623e-74  4.7448324e-153   6.1877342e-23   3.7916274e-92  6.8865255e-129  5.7917216e-170   1.2351143e-51   2.7891697e-08   5.4843243e-78  7.0866023e-123   2.5869381e-30   7.7865420e-24   3.2658177e-76   6.7711099e-80   2.9201473e-53  1.2820505e-115  7.3052727e-130  1.0891110e-136  1.8196488e-105   3.2876579e-52   4.2293280e-41   5.8035638e-90   6.7492995e-95   2.7924623e-39   3.8044994e-86  8.4935606e-112   1.8655090e-58   5.5571110e-98  5.8690414e-113   2.4534391e-90  2.0718785e-133  2.7405745e-168  6.9258165e-156  1.2295031e-132   3.3263554e-58   1.0610057e-61   2.2589043e-05  1.8374486e-119   4.4296908e-59  2.8551346e-114  1.1450482e-117   6.8334449e-44   6.0194897e-05  2.2188638e-138  4.8763153e-116   6.4572726e-70  8.6337191e-108   7.5080230e-24  6.9474485e-163   1.5759339e-53  1.1227683e-152  2.1354632e-113   5.3312506e-18  8.5046063e-116   9.2888255e-73   1.0682688e-24  4.1874720e-146   2.3199073e-31  3.4680129e-114  1.1135289e-162
  1.2859055e-156  1.8811722e-137   4.0650353e-66  3.7093908e-118   1.0668165e-17   6.5311240e-94   2.5936173e-97  9.8774479e-148   4.4599612e-24   1.4099629e-30   4.3492360e-62  3.4666021e-120   3.8770259e-85  1.4202378e-115  2.7890120e-106   7.4160437e-46   3.5184816e-75  1.8516163e-101   9.1275265e-35  1.3284711e-130  2.7173636e-154   3.9774879e-97  2.4873958e-141  1.8351789e-148   8.1859942e-34  3.0796496e-116   8.5478206e-95   2.6823724e-94   1.4948881e-86   1.3067753e-62   6.2931084e-56   2.4028431e-94   1.8664433e-67   2.7336386e-70   2.6377143e-24   5.4131404e-21  1.6177459e-104  2.8323560e-141  2.5865173e-170  5.2829250e-155  3.8498644e-165  2.8404194e-145   1.0683970e-63   2.4887173e-14  3.3875248e-145  5.4936385e-155   1.2486909e-06  1.1845252e-168  7.0069326e-113  1.5173537e-171  5.1752564e-129   1.4298345e-10   3.1317146e-56   5.0089240e-10  2.3295742e-105   4.7246749e-52   1.0044964e-84  6.0337305e-158  1.1010797e-133   1.5390854e-70  4.2695452e-128   2.6987150e-12   1.2131554e-95   2.8025056e-36  1.1677688e-105   1.7620233e-50   1.6460788e-36  7.6830772e-110   1.9196035e-26  1.2047655e-132  8.1676860e-119  3.1294242e-127   4.2056956e-69   1.4597000e-24  8.4323629e-171   8.3059625e-70  4.0433584e-126   2.0235157e-90   7.9809919e-75  8.0473700e-110   1.9506903e-84  3.5076652e-117  1.7351373e-118  2.8486261e-109   5.7218279e-12   1.7652961e-54  1.2765623e-157   2.5645500e-80  6.2648964e-147   7.4635206e-19   5.8129792e-89   1.7105017e-34   1.6828195e-35  4.2268125e-126   4.3996938e-48   6.7395473e-89   1.6699973e-40  2.8160933e-132   6.7413263e-22  1.1856996e-114
   3.2414856e-23   1.3859540e-54  2.0054716e-140   4.0818157e-09  7.9048452e-104  1.8700401e-150  1.0346290e-160   7.4087344e-61  3.7097146e-125   1.8589993e-45  2.6751897e-172   3.9741592e-04  1.1223313e-151  2.0278124e-161  9.0070357e-142   1.8646910e-16  2.7167474e-120  6.8270198e-164   2.9482582e-57   1.4019130e-60   7.2652078e-43  2.1380658e-161   6.9574581e-92  6.0543249e-121   1.1669708e-22   5.7139925e-91  4.8234473e-163   6.0774319e-12  8.3219223e-162  1.4453963e-170  2.0443726e-170   2.2803784e-44   3.6281872e-75   7.4998009e-20   1.2566151e-77   1.3169771e-28  1.2751885e-121  2.2262388e-146  5.7480987e-110   9.8055217e-34  2.0314137e-125   1.0043252e-21  3.5928307e-117   1.0918214e-54   3.0006386e-46  1.0006215e-149   1.5233105e-17   9.3702289e-91   2.0285041e-30  3.7170747e-161   5.3116033e-83  8.3600879e-109   2.0716329e-24   2.8469660e-67   4.6173285e-49  7.7836316e-104   3.5588622e-67   1.2567151e-92   2.2244842e-11   4.7495061e-53  9.9331437e-154   5.9924776e-41  2.5776902e-120  3.2150937e-108   1.4150868e-03   2.0379444e-56   5.9112189e-86   1.3482357e-86  3.2343885e-120   7.3349701e-59  4.5995338e-150  2.9762220e-130  5.1911444e-120   8.2923650e-13   2.0474954e-82  1.0023578e-103  2.6893817e-141   1.1555336e-14  2.2980350e-137   3.0927559e-91   7.1334790e-08  2.0850892e-112  8.0078030e-152  7.4125455e-170   4.3505355e-67  2.5560314e-113  3.9070921e-105   1.1547025e-76   5.8840434e-25   5.6384511e-65   1.0499122e-65   9.2446458e-18  2.7124793e-105   3.2562207e-50   3.5037438e-55   5.9284714e-09   1.2138211e-74   5.9912618e-80   1.3598560e-23   3.8417569e-38
  6.3895684e-158   8.1142025e-92   1.4886804e-92   6.8468462e-14   6.1669031e-82   1.1925408e-46  1.1099506e-120   1.1441068e-77   2.0754841e-20   3.1171697e-69   1.0100059e-39  7.3412289e-146   9.3124709e-62  2.5736852e-140   2.1550769e-92   8.1025031e-75   2.7624160e-45   3.6535292e-12  3.0531407e-152   5.6821154e-73   1.1738872e-23  9.5151327e-125  2.7746775e-120  4.7493747e-127  4.8310290e-142   1.8264572e-52   2.4405985e-56  4.7969959e-114   6.0448542e-68   5.5445379e-16  2.2379934e-124  2.1013437e-100  9.6459556e-144  2.0974398e-125   1.9797931e-88   3.2305464e-62  9.3368515e-129   1.1251679e-64  3.6834402e-104  1.6563506e-114  8.4023928e-101   1.4497400e-71   1.2510920e-65  8.6103591e-155   2.2993394e-89  1.3401179e-138  4.5261619e-138  2.8146357e-157   2.5641339e-92   2.3094975e-17  2.9407090e-113   5.5862221e-07   1.6832131e-24   3.1721364e-63  2.3307088e-138   2.0045069e-27   3.1620671e-12  3.9063069e-139  7.7123626e-148  4.2405202e-131  1.0318485e-148   8.8322719e-22  2.3897489e-160  1.3906343e-125  5.6347583e-102   4.9838374e-28   2.5822014e-07   6.2351771e-12  1.7668501e-108  1.5255157e-108  9.7718279e-101   1.1954223e-07   2.2799954e-36  1.6051015e-116  2.6475211e-129  1.3331140e-157   2.1292900e-21   7.4670960e-71   1.1077761e-25   4.0289136e-34   4.2512635e-21  6.9388635e-122   3.1319737e-75   1.6483540e-28   2.0275133e-85   2.2169119e-68   2.0755811e-84  6.1069414e-105  1.6525168e-114   2.2282398e-39  7.8729104e-153  8.8842004e-159  6.3797534e-123  5.3479259e-103  6.1143376e-101   8.6594400e-55   2.3756389e-64  4.0136582e-105   5.6096733e-15  5.8707329e-158
  1.2274643e-109   9.1498850e-30   2.4118278e-61   1.2306469e-90  1.4743797e-120   9.3071729e-56  3.9665847e-101   4.8072316e-11   1.2990319e-21   2.5778248e-14  4.3556291e-113  1.8441627e-159   2.9699901e-78   2.8436015e-84   5.8662207e-36   2.2711440e-45   4.0255529e-04  1.9090694e-101   5.7492833e-82   4.4276257e-28   7.1044995e-40   3.4776514e-84   1.0216477e-37  9.3074004e-113  1.3742317e-110  6.1814889e-122  1.5170222e-139  7.7012984e-154   1.4868559e-21   3.5238870e-44   4.8636178e-72  2.7818351e-158  1.1394627e-142  1.9752285e-106   3.7451190e-92  1.2149875e-146   3.1417198e-67   6.5748323e-67  3.3541398e-157  1.0392083e-162   7.8993737e-94   4.4876013e-22  2.4327608e-149  2.0758616e-144   8.5180275e-78   2.3528209e-96  3.2675200e-123   6.5273272e-67  6.9420004e-110  7.9514197e-165  4.5617307e-167   8.9919567e-25  1.8629670e-139   1.5173837e-50  8.9244971e-138   5.1571516e-76   6.1678454e-38   1.1307789e-97   4.3375757e-67   6.9024832e-63  1.4093216e-103   1.8369529e-18  3.1950263e-163  2.4358651e-144  1.4622551e-134   1.1444314e-67  3.5773700e-143   1.5955331e-89   2.5183457e-09   2.8767260e-57  1.4550297e-108   1.2431199e-21   1.8242930e-12   7.1676981e-84  4.2900848e-116   3.1365053e-24   5.8412530e-85   5.8729509e-75  1.7932828e-105   5.7761872e-89   9.3970279e-15  8.2394203e-145  1.8344723e-109  6.0482310e-107  5.3971938e-134   6.3480779e-22  4.3332499e-100   3.1992490e-23   1.7699546e-08  1.6712010e-111   2.1008580e-43   6.4867597e-97  5.4099726e-154   9.8270657e-65  1.9983819e-119   2.1711996e-56  1.4180409e-120   1.2695651e-63  2.6260085e-127   2.1739124e-66
   2.9669344e-18  2.0148328e-104  2.5118001e-162   4.0586576e-18  3.1053683e-121   6.6549255e-22  4.4289501e-141   1.0354556e-31  4.5060517e-111  1.6013198e-118  6.1340528e-105  1.9199625e-133  1.5232972e-166  5.2960944e-131   5.1278278e-79   2.9990567e-52   1.8445112e-92   4.0194043e-50   1.8429936e-70  1.0642562e-141   3.1945158e-61  8.7788287e-111   2.3936418e-94   1.0302478e-89   5.3238323e-05   1.2447422e-66  2.5371783e-104   2.7449947e-20   1.7104089e-42  2.1998979e-140   1.9465343e-18  7.2750378e-155   7.3002247e-79  1.6556643e-135  1.0695111e-148  3.9819275e-101   2.2008692e-44  5.6380995e-149   4.4685909e-99  1.2277977e-168  3.4532596e-122   2.7203697e-99   2.6942711e-51   1.8349865e-03   1.0252140e-59   5.1550477e-73  1.3919020e-135  5.9911813e-153   1.0395235e-04   2.7906072e-29   6.7893948e-55  2.5585571e-120   3.5961439e-91  2.6316213e-141  6.4034017e-165   1.6392248e-04   1.8933744e-94  5.4069367e-130   1.0251084e-69   7.3005804e-23  1.7535106e-113  5.9775513e-154  3.4985702e-156   2.0737206e-05  6.7056598e-114  6.8921109e-155   1.4639670e-46   7.1369790e-11  4.4571095e-138   1.4462680e-54   1.5254825e-20   4.6763280e-46  6.3294733e-108   3.8880651e-86  1.1213875e-137   4.5040922e-09   8.7794542e-61  2.8894925e-114  6.9093184e-161  1.4804799e-129  2.0009215e-105  6.0824127e-126  1.0980366e-101   3.7054257e-54   9.7023300e-27  4.0027223e-169  9.7661527e-170  6.4350108e-104   8.4575696e-27  2.0116348e-134   1.7407337e-29   8.3779920e-73  1.5524323e-104  1.1013237e-137  2.0690682e-149  6.2735567e-164  2.9866397e-163   4.0954601e-70   1.4812084e-96   6.4727967e-08
   5.4127825e-49   2.4273182e-46  1.7386670e-151  1.4909802e-141  1.0699091e-110  1.8098739e-162  5.1561331e-152  7.2526169e-115   1.3545483e-57   3.4385017e-70   1.3493624e-67   3.7476613e-09   4.2901483e-09   1.0589797e-72   1.4566332e-74   4.8579110e-74   3.8084042e-49  3.3608669e-143   4.5099480e-32  2.3210409e-108   1.8468735e-50  1.6985924e-153  1.0963565e-121   3.5220826e-57  6.3136037e-155   1.5526119e-98  1.1909414e-136   2.9726611e-76  1.1612953e-118   4.6861783e-16  3.4378117e-127   6.3677622e-84   1.8836864e-66   2.3644915e-98  1.9893452e-117  1.0401951e-101   3.3589918e-08   9.8366025e-81   1.0039312e-58   5.3010800e-20   1.3559732e-03  4.1107676e-164   2.5936861e-24  5.5085435e-111  3.6773959e-145   3.0747999e-23  3.4476617e-108   5.5320716e-45   7.6713635e-82  9.8210676e-168   1.0091155e-14   1.3014530e-89  3.1365491e-163   1.9357217e-78   2.2278683e-77   1.5041899e-40   1.3241162e-71   4.6959637e-04   5.1621677e-57  4.9510944e-107  3.3408607e-158   1.1627713e-07  8.7008641e-105   5.7692236e-36   8.8455035e-92  1.6134009e-153  2.1749639e-117  6.2205200e-146  1.9191637e-170  5.4118496e-112   6.1612385e-38  1.7645655e-154  3.3931659e-119   5.6731627e-55   5.6306003e-48   5.8549436e-70  6.0073871e-134   9.7594073e-39  2.4417053e-110   3.5369833e-73   2.6287790e-41   1.7220600e-05   2.8318519e-40   3.6407879e-16   1.9268239e-84   4.7105304e-90   4.1569628e-90   4.3863892e-24   5.1716569e-33   6.3023446e-75  3.8236370e-114   2.0013093e-20  3.6212485e-149   3.0753106e-14   1.8735518e-37   7.4426096e-37   1.1897612e-38  2.0261951e-126  2.4291251e-144   2.9063380e-40
   5.7685856e-95  2.2881528e-113   1.5817203e-95  1.8916285e-141   1.0746262e-07  6.6643320e-112  6.5871954e-171   6.1253133e-58  2.5430078e-113  7.3031512e-170   8.7001205e-26   4.8033033e-66  3.6454717e-168  5.7986231e-168  5.6115626e-167   6.6737805e-22  1.4361847e-163   4.5224416e-34  1.7998617e-167  7.0611491e-128  2.3955121e-160   2.1707345e-35  2.5279955e-165  1.0906787e-114   1.4674406e-89  1.5544222e-153  2.7059827e-138   2.7388188e-49  3.5182267e-145   2.7697727e-92  1.7361767e-110   4.1862888e-77  4.5479090e-160  2.2239292e-140  1.9453845e-139  4.6032492e-160   3.8419050e-82   5.0080601e-99  1.9126391e-165   5.1361839e-32  1.9802083e-135   3.2319488e-45  1.4797868e-116  5.5638259e-139  8.3644111e-170  1.8470250e-113  8.4062471e-143  3.5412154e-157  2.8538209e-153  1.4397955e-103  5.8546242e-137   3.1531501e-94  8.2598974e-171  1.4207381e-139   1.5756650e-79   1.8373097e-46  8.6954379e-156   6.0975604e-83   1.9999330e-96   3.6484473e-62   1.8189618e-75  3.8361728e-145  3.9733002e-160   1.2707608e-81  7.2967210e-143   1.0951620e-68  2.2214472e-137  3.6218268e-103   4.4605393e-76   1.4882167e-75   3.8797371e-08  5.2001616e-168   4.0610581e-52   1.0981119e-56   6.4267175e-50  2.4059131e-103   3.7465978e-50   1.6909393e-15   5.5191661e-10  1.0829003e-127   9.3170645e-26  2.7190135e-101  8.4953347e-136  1.2240344e-151   5.8981655e-14   2.9603096e-88   5.3576853e-61   3.0011280e-21  7.1840776e-112  1.0684246e-107   4.3688867e-45   5.6888038e-96  4.0022437e-117  1.4481967e-171   4.4237341e-88   4.2823265e-85  2.3305385e-130  4.2399594e-165   1.0694743e-19  8.3375814e-157
  1.6535510e-165  2.1152933e-119  6.1101808e-108  4.1523128e-125   1.8798859e-13   2.1177562e-83   8.4259604e-04  2.3179642e-155  1.0783303e-129   3.7271357e-70   2.3176894e-06  5.3388148e-122   9.0799677e-34  9.5455188e-171  1.5905270e-107   4.4661288e-86  9.9366822e-157   4.5480664e-77   4.6586118e-71  2.5926157e-139   1.4526690e-10   5.4856166e-69   2.0555243e-77   1.2628955e-21   1.4653767e-94  8.1498760e-146   2.8093566e-10  2.8114705e-170  1.1105487e-167  1.5318803e-138   2.7334532e-14   1.1205439e-54  2.8616996e-128  4.2739418e-100   2.7819387e-92  8.3596680e-100  8.0556542e-112  1.9009329e-120   1.2724556e-76  2.9923654e-129  3.0721114e-160  4.5153824e-171   4.8034815e-36   2.6919496e-43  1.2621494e-108  1.9909228e-149   6.3774172e-08  1.0963219e-154   4.9869743e-21   1.8475981e-42   7.4729458e-64  6.8300775e-140   1.7803094e-71  9.5709774e-137  4.7408407e-104   7.0953496e-89   2.2110959e-11   3.4913048e-44   6.9494214e-52   1.9597221e-63   6.4437440e-51   3.6093868e-88   1.6062739e-21   4.4232730e-66  2.3513322e-166  4.8762073e-117  3.9020533e-118  1.0362534e-119   2.5435718e-60   3.7487267e-19   2.0532813e-77  8.5321913e-172   3.3551096e-99  3.4697959e-157  3.2268774e-124  5.2703074e-159  1.2580090e-142   2.2271829e-81  5.7138202e-121  6.2681565e-119   4.2449067e-92  3.2806856e-159   1.4865130e-50  1.7402839e-102  2.8180631e-136   6.0325442e-57  7.1909287e-170   8.0815509e-77  3.7408556e-148   4.3146789e-49   2.1218810e-28   1.4485572e-20  7.4148119e-136  2.5778554e-134   4.5046702e-74   1.9503244e-77   2.5169359e-90  5.6143245e-152   3.0155472e-45  2.7267952e-150
  8.8972121e-167  1.5889087e-129  7.3839985e-102   4.3525200e-27   5.1038056e-56  7.8406346e-111  1.1111009e-149   1.0043434e-21  3.3935854e-101  1.2463196e-107   2.1300361e-73  2.5302298e-126  1.3180846e-115  1.8521052e-149  1.8394416e-120  2.3566377e-122   1.5796317e-68   1.1858963e-68  4.4339941e-146   3.4433629e-13  8.0033220e-103  1.8093345e-171   3.2194036e-16   9.6786660e-27  3.4558836e-105  2.0483367e-155   8.5193282e-50  1.3831960e-105   3.4539831e-38  6.3639016e-128   4.0255760e-22   3.2005236e-11  1.0190400e-127  3.4325174e-163  3.1289524e-165   3.7735010e-04   4.4961165e-49  4.2859912e-166  2.3969513e-104   2.9130884e-10   6.1162536e-04   3.4644948e-61  3.2880001e-150   1.1244615e-12   2.0267122e-32   2.5093596e-48   1.0176434e-70   1.5830887e-69   4.5280256e-77   1.0634989e-13  1.5929218e-101  2.3838332e-137   7.5827647e-65   9.3656873e-50  9.2775057e-146   3.5707093e-38   3.0900969e-77   5.0750671e-54   5.5909557e-64   2.1227909e-13  1.4821759e-109   5.6289918e-21   1.2047819e-59   1.4147604e-59   5.1356759e-55   1.6647750e-44  8.5029848e-113  3.4367964e-112   3.7384187e-10   9.1589413e-42   3.2645665e-57   1.1396803e-60   1.9295537e-55   2.0876858e-78   5.4352734e-33   1.3273234e-51   5.0424765e-31  3.5293265e-126   2.4311908e-45  3.3465504e-165  7.8656731e-161   2.8574702e-17  8.2124421e-160   3.3514701e-53   1.0450384e-68   3.8542389e-35  1.9314954e-171   9.9351346e-48  1.3156058e-147   3.7033471e-83   1.1394317e-48   9.6330152e-42   3.2881177e-93   7.8454938e-04   2.2725184e-42  5.1226406e-142  1.4211001e-131  9.4152240e-106   5.0219611e-11  4.5054248e-101
